Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2017-11-01,569,569,0,42,11,86,34,27,8,0,142,0.1525,0.0452,0.8023,0.4581,0.0552,0.4867,1,177,0,48,6233,3016
2017-11-02,571,571,0,53,16,89,36,114,36,0,40,0.6,0.1895,0.2105,0.6886,0.1726,0.1388,2,190,0,48,782,294
2017-11-03,571,571,0,41,13,89,36,71,59,0,43,0.4104,0.341,0.2486,0.5919,0.2286,0.1795,2,173,0,49,626,238
2017-11-04,571,571,0,20,5,82,34,1,0,0,5,0.1667,0,0.8333,0.7619,0.0952,0.1429,1,6,0,49,206,99
2017-11-05,572,572,0,26,11,83,35,12,23,0,48,0.1446,0.2771,0.5783,0.3704,0.2315,0.3981,0,83,0,49,212,63
2017-11-06,575,575,0,52,15,88,36,170,105,0,66,0.4985,0.3079,0.1935,0.5946,0.2483,0.157,2,341,0,49,630,170
2017-11-07,578,578,0,64,16,96,36,124,5,0,136,0.4679,0.0189,0.5132,0.6346,0.0302,0.3352,2,265,0,49,510,139
2017-11-08,578,578,0,45,13,93,34,205,13,0,118,0.6101,0.0387,0.3512,0.6542,0.044,0.3018,0,336,0,49,598,161
2017-11-09,578,578,0,42,11,87,29,74,9,0,54,0.5401,0.0657,0.3942,0.629,0.0725,0.2986,0,137,0,49,322,90
2017-11-10,579,579,0,45,11,91,29,128,4,0,101,0.5494,0.0172,0.4335,0.5565,0.0399,0.4035,0,233,0,49,487,136
2017-11-11,579,579,0,28,10,91,29,38,2,0,10,0.76,0.04,0.2,0.7426,0.0594,0.198,1,50,0,49,152,57
2017-11-12,579,579,0,24,10,90,28,14,0,0,5,0.7368,0,0.2632,0.873,0.0317,0.0952,0,19,0,49,156,69
2017-11-13,579,579,0,43,13,88,28,20,4,0,48,0.2778,0.0556,0.6667,0.6,0.0936,0.3064,1,72,0,49,230,83
2017-11-14,580,580,0,44,13,80,24,25,9,0,166,0.125,0.045,0.83,0.3393,0.0459,0.6148,13,200,0,49,483,140
2017-11-15,580,580,0,42,12,79,22,122,28,0,213,0.3361,0.0771,0.5868,0.3788,0.0958,0.5254,3,363,0,49,549,101
2017-11-16,583,583,0,36,15,79,25,93,59,0,158,0.3,0.1903,0.5097,0.4142,0.1747,0.4111,1,310,0,49,595,139
2017-11-17,585,585,0,37,17,78,29,82,56,0,358,0.1653,0.1129,0.7218,0.2346,0.0927,0.6726,3,496,0,49,725,122
2017-11-18,587,587,0,26,8,80,29,71,5,0,1,0.9221,0.0649,0.013,0.8643,0.1,0.0357,1,77,0,49,182,52
2017-11-19,588,588,0,25,9,79,31,29,0,0,26,0.5273,0,0.4727,0.7171,0.0526,0.2303,0,55,0,49,186,68
2017-11-20,588,588,0,33,13,77,31,143,27,0,136,0.4673,0.0882,0.4444,0.5278,0.0882,0.384,3,306,0,49,556,127
2017-11-21,589,589,0,42,17,72,33,253,64,0,110,0.5925,0.1499,0.2576,0.5517,0.1883,0.2599,7,427,0,49,644,108
2017-11-22,589,589,0,36,15,71,34,115,56,0,226,0.2897,0.1411,0.5693,0.3572,0.1607,0.4821,5,397,0,49,594,99
2017-11-23,590,590,0,32,8,71,31,38,2,0,8,0.7917,0.0417,0.1667,0.8013,0.0861,0.1126,1,48,0,49,148,48
2017-11-24,591,591,0,32,12,67,31,107,43,0,33,0.5847,0.235,0.1803,0.6494,0.2148,0.1358,12,183,0,49,499,181
2017-11-25,591,591,0,26,4,68,31,4,2,0,0,0.6667,0.3333,0,0.8472,0.1389,0.0139,0,6,0,49,45,23
2017-11-26,591,591,0,23,8,67,30,15,0,0,5,0.75,0,0.25,0.8395,0.0247,0.1358,0,20,0,49,140,66
2017-11-27,594,594,0,37,11,71,32,99,6,0,93,0.5,0.0303,0.4697,0.6245,0.0502,0.3253,0,198,0,49,419,95
2017-11-28,595,595,0,34,12,71,32,144,20,0,92,0.5625,0.0781,0.3594,0.6319,0.084,0.284,2,256,0,49,520,143
2017-11-29,596,596,0,72,18,103,35,118,21,0,87,0.5221,0.0929,0.385,0.6715,0.0766,0.252,0,226,0,49,453,118
2017-11-30,598,598,0,47,13,108,35,142,21,0,51,0.6636,0.0981,0.2383,0.7454,0.0916,0.1629,0,214,0,49,513,167
2017-12-01,598,598,0,31,12,105,33,53,69,0,40,0.3272,0.4259,0.2469,0.4893,0.3556,0.1551,2,162,0,49,6522,3210
2017-12-02,598,598,0,29,9,109,32,61,3,0,20,0.7262,0.0357,0.2381,0.7793,0.0469,0.1737,1,84,0,49,431,183
2017-12-03,599,599,0,12,3,109,31,0,2,0,1,0,0.6667,0.3333,0.6667,0.2917,0.0417,0,3,0,49,107,57
2017-12-04,599,599,0,31,9,106,30,13,1,0,16,0.4333,0.0333,0.5333,0.6967,0.0492,0.2541,0,30,0,49,306,144
2017-12-05,600,600,0,33,15,106,29,130,40,0,85,0.5098,0.1569,0.3333,0.5889,0.1554,0.2556,1,255,0,49,464,115
2017-12-06,601,601,0,38,17,86,28,119,12,0,131,0.4542,0.0458,0.5,0.5613,0.0553,0.3834,2,262,0,49,540,152
2017-12-07,605,605,0,35,13,78,31,27,15,0,33,0.36,0.2,0.44,0.5833,0.1548,0.2619,4,75,0,49,254,79
2017-12-08,607,607,0,33,15,79,31,52,50,0,90,0.2708,0.2604,0.4688,0.4657,0.2104,0.3239,1,192,0,49,658,259
2017-12-09,608,608,0,33,19,75,32,93,33,0,18,0.6458,0.2292,0.125,0.7244,0.2083,0.0673,5,144,0,49,365,116
2017-12-10,609,609,0,26,11,76,33,43,2,0,48,0.4624,0.0215,0.5161,0.5203,0.0443,0.4354,0,93,0,49,191,46
2017-12-11,610,610,0,32,13,70,34,36,37,0,50,0.2927,0.3008,0.4065,0.4389,0.2194,0.3417,3,123,0,49,372,118
2017-12-12,613,613,0,44,19,76,39,75,36,0,177,0.2604,0.125,0.6146,0.4304,0.1122,0.4574,0,288,0,49,634,163
2017-12-13,613,613,0,46,15,77,38,125,14,0,218,0.3501,0.0392,0.6106,0.4448,0.0531,0.5021,4,357,0,49,579,106
2017-12-14,613,613,0,36,16,75,38,94,40,0,142,0.3406,0.1449,0.5145,0.4481,0.1628,0.3891,7,276,0,49,519,107
2017-12-15,614,614,0,36,15,76,39,236,22,0,95,0.6686,0.0623,0.2691,0.7229,0.0642,0.2128,3,353,0,49,652,158
2017-12-16,614,614,0,26,9,75,33,11,15,0,29,0.2,0.2727,0.5273,0.4793,0.2071,0.3136,1,55,0,49,224,85
2017-12-17,614,614,0,23,9,73,34,53,26,0,12,0.5824,0.2857,0.1319,0.6261,0.2658,0.1081,1,91,0,49,185,54
2017-12-18,614,614,0,33,9,73,34,10,19,0,145,0.0575,0.1092,0.8333,0.24,0.128,0.632,1,174,0,49,456,142
2017-12-19,616,616,0,23,8,72,30,134,10,0,23,0.8024,0.0599,0.1377,0.8028,0.0667,0.1306,0,167,0,49,560,206
2017-12-20,616,616,0,19,14,63,30,39,19,0,60,0.3305,0.161,0.5085,0.4358,0.1479,0.4163,2,118,0,49,550,231
2017-12-21,617,617,0,30,10,67,29,70,27,0,182,0.2509,0.0968,0.6523,0.3919,0.0811,0.527,2,279,0,49,538,141
2017-12-22,617,617,0,40,12,70,30,47,39,0,28,0.4123,0.3421,0.2456,0.6069,0.2516,0.1415,1,114,0,49,393,142
2017-12-23,617,617,0,26,9,69,29,28,1,0,8,0.7568,0.027,0.2162,0.8908,0.0504,0.0588,1,37,0,49,139,50
2017-12-24,617,617,0,15,2,69,26,6,21,0,0,0.2222,0.7778,0,0.5345,0.4483,0.0172,0,27,0,49,148,58
2017-12-25,617,617,0,11,3,62,23,3,0,0,0,1,0,0,0.8947,0.0526,0.0526,0,3,0,49,51,16
2017-12-26,617,617,0,16,5,60,23,3,18,0,47,0.0441,0.2647,0.6912,0.2129,0.2645,0.5226,1,68,0,49,193,62
2017-12-27,618,618,0,18,5,64,19,2,8,0,130,0.0143,0.0571,0.9286,0.1193,0.0667,0.814,0,140,0,49,359,103
2017-12-28,619,619,0,19,6,63,17,4,1,0,93,0.0408,0.0102,0.949,0.2019,0.0282,0.77,0,98,0,49,330,138
2017-12-29,619,619,0,20,9,53,17,29,9,0,34,0.4028,0.125,0.4722,0.5665,0.1133,0.3202,2,72,0,49,278,107
2017-12-30,619,619,0,13,5,48,14,5,24,0,7,0.1389,0.6667,0.1944,0.2805,0.5488,0.1707,0,36,0,49,158,75
2017-12-31,619,619,0,9,3,42,14,15,0,0,2,0.8824,0,0.1176,0.8636,0.0227,0.1136,0,17,0,49,130,66
2018-01-01,620,620,0,8,3,44,14,3,1,0,0,0.75,0.25,0,0.6316,0.2632,0.1053,0,4,0,49,3100,1546
2018-01-02,622,622,0,24,9,46,16,35,71,0,44,0.2333,0.4733,0.2933,0.3908,0.3908,0.2185,0,150,0,49,471,152
2018-01-03,622,622,0,28,9,52,16,40,38,0,24,0.3922,0.3725,0.2353,0.5096,0.2912,0.1992,1,102,0,49,283,84
2018-01-04,624,624,0,31,12,54,20,72,68,0,88,0.3158,0.2982,0.386,0.4358,0.2756,0.2886,9,228,0,49,471,103
2018-01-05,624,624,0,25,9,57,18,71,46,0,20,0.5182,0.3358,0.146,0.5757,0.2878,0.1365,3,137,0,50,449,166
2018-01-06,624,624,0,12,7,55,20,11,0,0,4,0.7333,0,0.2667,0.7636,0.0909,0.1455,3,15,0,50,107,48
2018-01-07,625,625,0,15,3,57,21,7,8,0,2,0.4118,0.4706,0.1176,0.64,0.28,0.08,0,17,0,50,190,100
2018-01-08,627,627,0,28,12,61,20,47,80,0,98,0.2089,0.3556,0.4356,0.3056,0.3462,0.3483,5,225,0,50,571,188
2018-01-09,627,627,0,21,10,62,20,13,34,0,81,0.1016,0.2656,0.6328,0.2961,0.2566,0.4474,3,128,0,50,3965,1932
2018-01-10,627,627,0,29,13,61,21,51,63,0,73,0.2727,0.3369,0.3904,0.4124,0.3295,0.2581,4,187,0,50,520,166
2018-01-11,629,629,0,33,12,62,22,126,18,0,14,0.7975,0.1139,0.0886,0.8342,0.0881,0.0777,9,158,0,50,419,121
2018-01-12,630,630,0,23,10,63,23,54,28,0,72,0.3506,0.1818,0.4675,0.5155,0.1606,0.3238,7,154,0,51,494,173
2018-01-13,630,630,0,13,5,64,24,5,1,0,0,0.8333,0.1667,0,0.9189,0.0541,0.027,0,6,0,51,137,72
2018-01-14,631,631,0,11,5,66,25,15,0,0,0,1,0,0,0.9487,0.0256,0.0256,0,15,0,51,243,114
2018-01-15,633,633,0,21,8,68,26,63,95,0,85,0.2593,0.3909,0.3498,0.3392,0.3326,0.3282,3,243,0,51,498,114
2018-01-16,633,633,0,21,11,65,26,73,94,0,83,0.292,0.376,0.332,0.3643,0.3566,0.2791,1,250,0,51,584,162
2018-01-17,633,633,0,24,11,60,25,49,52,0,25,0.3889,0.4127,0.1984,0.5033,0.3433,0.1533,0,126,0,51,314,91
2018-01-18,634,634,0,24,12,52,25,18,37,0,45,0.18,0.37,0.45,0.4457,0.2572,0.2971,3,100,0,51,323,102
2018-01-19,636,636,0,28,13,54,26,32,56,0,61,0.2148,0.3758,0.4094,0.3844,0.2674,0.3482,4,149,0,51,463,153
2018-01-20,637,637,0,13,5,54,26,0,0,0,39,0,0,1,0.1948,0.013,0.7922,1,39,0,51,205,81
2018-01-21,637,637,0,4,1,50,23,2,0,0,0,1,0,0,1,0,0,0,2,0,51,142,65
2018-01-22,641,641,0,25,18,55,28,85,21,0,91,0.4315,0.1066,0.4619,0.5391,0.1152,0.3457,2,197,0,51,360,65
2018-01-23,642,642,0,33,12,60,29,55,2,0,42,0.5556,0.0202,0.4242,0.6952,0.024,0.2808,5,99,0,51,308,98
2018-01-24,644,644,0,29,16,61,32,74,28,0,53,0.4774,0.1806,0.3419,0.5387,0.1548,0.3065,3,155,0,51,409,135
2018-01-25,646,646,0,31,12,65,28,99,0,0,42,0.7021,0,0.2979,0.7918,0.0068,0.2014,1,141,0,51,349,103
2018-01-26,646,646,0,31,18,62,29,63,6,0,84,0.4118,0.0392,0.549,0.524,0.0543,0.4217,1,153,0,51,393,116
2018-01-27,647,647,0,22,11,63,32,64,0,0,0,1,0,0,0.9866,0,0.0134,0,64,0,51,174,62
2018-01-28,648,648,0,17,9,63,34,17,0,0,0,1,0,0,0.9455,0,0.0545,1,17,0,51,138,58
2018-01-29,649,649,0,24,9,63,31,162,8,0,54,0.7232,0.0357,0.2411,0.7606,0.0483,0.1911,0,224,0,51,444,117
2018-01-30,648,648,0,31,15,60,31,81,44,0,62,0.4332,0.2353,0.3316,0.5154,0.2185,0.266,5,187,0,51,481,137
2018-01-31,649,649,0,30,16,59,29,76,39,0,40,0.4903,0.2516,0.2581,0.6132,0.1981,0.1887,1,155,0,51,365,97
2018-02-01,651,651,0,30,14,57,31,46,12,0,63,0.3802,0.0992,0.5207,0.5122,0.0945,0.3933,4,121,0,51,7470,3646
2018-02-02,652,652,0,26,16,58,31,72,13,0,60,0.4966,0.0897,0.4138,0.56,0.0831,0.3569,3,145,0,51,706,267
2018-02-03,652,652,0,7,2,57,29,0,1,0,1,0,0.5,0.5,0.5385,0.3846,0.0769,0,2,0,51,146,72
2018-02-04,652,652,0,12,7,59,28,14,0,0,8,0.6364,0,0.3636,0.7222,0.0185,0.2593,1,22,0,51,186,83
2018-02-05,652,652,0,20,11,57,29,53,42,0,25,0.4417,0.35,0.2083,0.5184,0.3235,0.1581,4,120,0,51,292,89
2018-02-06,652,652,0,31,11,63,29,55,1,0,26,0.6707,0.0122,0.3171,0.7323,0.0354,0.2323,0,82,0,52,680,327
2018-02-07,654,654,0,32,20,64,35,329,17,0,71,0.789,0.0408,0.1703,0.7647,0.0476,0.1877,1,417,0,53,733,149
2018-02-08,658,658,0,27,11,65,35,218,13,0,133,0.5989,0.0357,0.3654,0.6546,0.0499,0.2954,1,364,0,53,647,153
2018-02-09,659,659,0,28,16,64,36,106,6,0,26,0.7681,0.0435,0.1884,0.797,0.0576,0.1455,2,138,0,53,511,199
2018-02-10,661,661,0,23,14,69,40,36,1,0,5,0.8571,0.0238,0.119,0.8158,0.0263,0.1579,3,42,0,53,172,72
2018-02-11,662,662,0,18,5,73,39,7,3,0,1,0.6364,0.2727,0.0909,0.8361,0.1311,0.0328,1,11,0,54,82,31
2018-02-12,663,663,0,27,15,72,38,31,1,0,48,0.3875,0.0125,0.6,0.6033,0.0207,0.376,1,80,0,54,242,73
2018-02-13,665,665,0,29,12,69,35,35,62,0,50,0.2381,0.4218,0.3401,0.3201,0.3031,0.3768,0,147,0,54,312,79
2018-02-14,669,669,0,36,11,69,29,70,23,0,34,0.5512,0.1811,0.2677,0.6591,0.1494,0.1916,9,127,0,53,581,255
2018-02-15,670,670,0,30,14,67,33,97,17,0,21,0.7185,0.1259,0.1556,0.7898,0.0909,0.1193,2,135,0,53,391,122
2018-02-16,671,671,0,25,11,67,30,27,35,0,63,0.216,0.28,0.504,0.4073,0.2327,0.36,2,125,0,53,404,140
2018-02-17,671,671,0,16,8,63,29,12,5,0,7,0.5,0.2083,0.2917,0.6164,0.137,0.2466,1,24,0,53,116,45
2018-02-18,672,672,0,19,4,63,27,2,5,0,0,0.2857,0.7143,0,0.7143,0.2449,0.0408,0,7,0,53,84,38
2018-02-19,673,673,0,24,10,64,27,31,16,0,8,0.5636,0.2909,0.1455,0.669,0.2138,0.1172,2,55,0,53,139,33
2018-02-20,673,673,0,18,7,64,26,27,48,0,14,0.3034,0.5393,0.1573,0.472,0.3785,0.1495,0,89,0,53,336,126
2018-02-21,673,673,0,25,13,58,25,158,25,0,63,0.6423,0.1016,0.2561,0.664,0.1206,0.2154,8,246,0,53,745,305
2018-02-22,675,675,0,25,10,56,23,23,45,0,49,0.1966,0.3846,0.4188,0.4132,0.3125,0.2743,2,117,0,53,306,94
2018-02-23,675,675,0,22,11,54,23,71,31,0,36,0.5145,0.2246,0.2609,0.5182,0.2713,0.2105,2,138,0,53,427,139
2018-02-24,676,676,0,21,6,54,22,54,0,0,0,1,0,0,0.9919,0,0.0081,0,54,0,53,151,44
2018-02-25,676,676,0,20,5,53,22,4,10,0,1,0.2667,0.6667,0.0667,0.6531,0.2857,0.0612,1,15,0,53,224,125
2018-02-26,677,677,0,23,8,56,22,56,30,0,25,0.5045,0.2703,0.2252,0.55,0.2769,0.1731,1,111,0,53,393,140
2018-02-27,680,680,0,33,10,62,23,22,6,0,27,0.4,0.1091,0.4909,0.6283,0.1257,0.2461,1,55,0,53,274,109
2018-02-28,681,681,0,21,10,58,24,38,2,0,40,0.475,0.025,0.5,0.5625,0.0677,0.3698,0,80,0,53,367,156
2018-03-01,682,682,0,27,12,59,26,20,12,0,27,0.339,0.2034,0.4576,0.5058,0.1628,0.3314,3,59,0,53,265,92
2018-03-02,683,683,0,29,11,62,25,28,10,0,21,0.4746,0.1695,0.3559,0.6229,0.1257,0.2514,3,59,0,53,5249,3003
2018-03-03,683,683,0,28,7,65,26,18,8,0,8,0.5294,0.2353,0.2353,0.7119,0.1271,0.161,1,34,0,53,309,136
2018-03-04,684,684,0,19,5,63,26,8,1,0,3,0.6667,0.0833,0.25,0.8846,0.0192,0.0962,0,12,0,53,79,34
2018-03-05,685,685,0,30,12,63,27,28,16,0,30,0.3784,0.2162,0.4054,0.6022,0.1436,0.2541,2,74,0,53,441,210
2018-03-06,686,686,0,24,12,63,29,53,22,0,84,0.3333,0.1384,0.5283,0.4834,0.106,0.4106,3,159,0,53,396,105
2018-03-07,686,686,0,24,9,65,29,36,31,0,34,0.3564,0.3069,0.3366,0.4915,0.2627,0.2458,0,101,0,53,362,145
2018-03-08,686,686,0,23,11,64,27,45,30,0,42,0.3846,0.2564,0.359,0.507,0.2186,0.2744,1,117,0,53,539,187
2018-03-09,686,686,0,26,9,64,26,16,63,0,28,0.1495,0.5888,0.2617,0.3491,0.4741,0.1767,2,107,0,53,495,211
2018-03-10,686,686,0,9,2,60,26,2,0,0,0,1,0,0,0.8333,0.1667,0,0,2,0,53,75,37
2018-03-11,685,685,0,7,0,61,25,0,0,0,0,0,0,0,0.9231,0,0.0769,0,0,0,53,93,42
2018-03-12,687,687,0,23,12,61,24,38,17,0,23,0.4872,0.2179,0.2949,0.6129,0.1982,0.1889,1,78,0,53,451,225
2018-03-13,689,689,0,29,11,60,23,19,50,0,37,0.1792,0.4717,0.3491,0.4766,0.3125,0.2109,1,106,0,53,483,220
2018-03-14,690,690,0,26,11,59,23,38,24,0,20,0.4634,0.2927,0.2439,0.6395,0.2267,0.1337,0,82,0,53,367,151
2018-03-15,690,690,0,23,9,58,22,34,18,0,14,0.5152,0.2727,0.2121,0.6012,0.227,0.1718,0,66,0,53,255,91
2018-03-16,691,691,0,22,9,56,22,35,41,0,28,0.3365,0.3942,0.2692,0.552,0.2308,0.2172,2,104,0,53,515,246
2018-03-17,692,692,0,18,5,56,22,0,6,0,7,0,0.4615,0.5385,0.5313,0.2188,0.25,0,13,0,53,214,106
2018-03-18,694,694,0,12,5,58,24,1,9,0,6,0.0625,0.5625,0.375,0.3922,0.3137,0.2941,0,16,0,53,86,29
2018-03-19,700,700,0,35,14,68,27,20,34,0,51,0.1905,0.3238,0.4857,0.466,0.2315,0.3025,0,105,0,53,472,209
2018-03-20,700,700,0,27,12,63,25,43,23,0,84,0.2867,0.1533,0.56,0.4669,0.1199,0.4132,2,150,0,53,485,174
2018-03-21,703,703,0,32,11,60,25,35,34,0,11,0.4375,0.425,0.1375,0.6518,0.2411,0.1071,1,80,0,54,334,126
2018-03-22,705,705,0,30,10,63,25,21,28,0,127,0.1193,0.1591,0.7216,0.2466,0.168,0.5854,5,176,0,54,466,134
2018-03-23,706,706,0,26,11,64,25,29,28,0,33,0.3222,0.3111,0.3667,0.5075,0.2563,0.2362,4,90,0,54,413,175
2018-03-24,707,707,0,12,2,65,26,5,0,0,2,0.7143,0,0.2857,0.8158,0.0263,0.1579,0,7,0,54,110,46
2018-03-25,707,707,0,8,1,63,25,0,0,0,2,0,0,1,0.8,0,0.2,0,2,0,54,88,40
2018-03-26,708,708,0,30,11,64,27,20,43,0,52,0.1739,0.3739,0.4522,0.3805,0.3401,0.2795,1,115,0,54,478,183
2018-03-27,711,711,0,31,13,63,27,40,32,0,51,0.3252,0.2602,0.4146,0.5347,0.2244,0.2409,0,123,0,54,442,174
2018-03-28,711,711,0,42,11,72,28,28,52,0,47,0.2205,0.4094,0.3701,0.4589,0.3201,0.221,0,127,0,54,372,109
2018-03-29,713,713,0,33,13,72,32,27,22,0,51,0.27,0.22,0.51,0.5462,0.1615,0.2923,0,100,0,54,271,77
2018-03-30,715,715,0,32,9,71,31,49,3,0,66,0.4153,0.0254,0.5593,0.6278,0.0564,0.3158,2,118,0,54,595,260
2018-03-31,716,716,0,23,4,77,31,1,0,0,7,0.125,0,0.875,0.8049,0,0.1951,0,8,0,54,84,41
2018-04-01,717,717,0,16,9,83,34,26,4,0,7,0.7027,0.1081,0.1892,0.6438,0.1233,0.2329,0,37,0,54,91,29
2018-04-02,719,719,0,28,14,83,38,67,30,0,17,0.5877,0.2632,0.1491,0.7389,0.1335,0.1276,5,114,0,54,3123,1520
2018-04-03,720,720,0,28,9,80,33,55,13,0,59,0.4331,0.1024,0.4646,0.5744,0.09,0.3356,1,127,0,54,430,162
2018-04-04,722,722,0,30,12,81,33,80,32,0,116,0.3509,0.1404,0.5088,0.5388,0.1204,0.3408,3,228,0,54,492,133
2018-04-05,724,724,0,26,8,80,29,22,4,0,34,0.3667,0.0667,0.5667,0.6416,0.0462,0.3121,0,60,0,54,473,237
2018-04-06,725,725,0,25,12,73,28,74,24,0,65,0.454,0.1472,0.3988,0.5132,0.2082,0.2786,1,163,0,54,509,187
2018-04-07,726,726,0,19,8,68,29,9,0,0,17,0.3462,0,0.6538,0.5079,0.0317,0.4603,1,26,0,54,284,142
2018-04-08,727,727,0,20,7,69,28,27,0,0,16,0.6279,0,0.3721,0.6923,0.011,0.2967,0,43,0,54,150,61
2018-04-09,728,728,0,33,12,69,24,50,19,0,160,0.2183,0.083,0.6987,0.365,0.1184,0.5165,0,229,0,54,432,102
2018-04-10,729,729,0,24,10,66,23,22,11,0,40,0.3014,0.1507,0.5479,0.5329,0.0197,0.4474,1,73,0,54,251,85
2018-04-11,729,729,0,25,11,62,21,8,18,0,38,0.125,0.2813,0.5938,0.4586,0.1529,0.3885,1,64,0,54,270,92
2018-04-12,731,731,0,30,14,62,23,45,19,0,71,0.3333,0.1407,0.5259,0.5635,0.1188,0.3177,6,135,0,54,318,78
2018-04-13,731,731,0,26,11,64,21,51,28,0,15,0.5426,0.2979,0.1596,0.6207,0.2457,0.1336,0,94,0,54,403,159
2018-04-14,731,731,0,12,5,62,21,8,1,0,62,0.1127,0.0141,0.8732,0.2703,0.0811,0.6486,1,71,0,54,210,73
2018-04-15,731,731,0,13,5,60,21,3,7,0,27,0.0811,0.1892,0.7297,0.2727,0.2545,0.4727,0,37,0,54,163,55
2018-04-16,732,732,0,30,11,57,23,128,18,0,73,0.5845,0.0822,0.3333,0.6053,0.1283,0.2663,1,219,0,54,441,100
2018-04-17,732,732,0,26,11,55,23,101,30,0,30,0.6273,0.1863,0.1863,0.6047,0.2432,0.152,6,161,0,54,479,146
2018-04-18,734,734,0,32,14,62,29,38,36,0,44,0.322,0.3051,0.3729,0.4272,0.3236,0.2492,2,118,0,54,347,104
2018-04-19,734,734,0,25,12,61,26,59,38,0,73,0.3471,0.2235,0.4294,0.4264,0.2842,0.2894,6,170,0,54,713,285
2018-04-20,735,735,0,30,15,58,27,63,38,0,125,0.2788,0.1681,0.5531,0.3787,0.1882,0.4331,2,226,0,54,481,130
2018-04-21,735,735,0,13,5,59,26,1,8,0,9,0.0556,0.4444,0.5,0.5517,0.1897,0.2586,0,18,0,54,168,84
2018-04-22,738,738,0,17,6,62,28,13,4,0,1,0.7222,0.2222,0.0556,0.7846,0.0923,0.1231,0,18,0,54,174,80
2018-04-23,741,741,0,33,14,64,29,76,36,0,95,0.3671,0.1739,0.4589,0.4669,0.2244,0.3086,3,207,0,54,386,76
2018-04-24,741,741,0,28,12,67,28,28,43,0,132,0.1379,0.2118,0.6502,0.2422,0.2638,0.494,6,203,0,54,779,283
2018-04-25,741,741,0,27,13,65,25,25,69,0,88,0.1374,0.3791,0.4835,0.2467,0.4141,0.3392,1,182,0,54,528,178
2018-04-26,742,742,0,30,12,66,30,23,21,0,21,0.3538,0.3231,0.3231,0.5984,0.2377,0.1639,1,65,0,54,294,119
2018-04-27,742,742,0,28,13,67,30,24,21,0,81,0.1905,0.1667,0.6429,0.3636,0.2273,0.4091,0,126,0,54,319,91
2018-04-28,742,742,0,18,5,69,29,3,0,0,41,0.0682,0,0.9318,0.3291,0.0886,0.5823,5,44,0,54,260,112
2018-04-29,742,742,0,16,5,66,28,1,7,0,4,0.0833,0.5833,0.3333,0.4444,0.2889,0.2667,0,12,0,54,190,104
2018-04-30,744,744,0,37,21,67,33,37,48,0,43,0.2891,0.375,0.3359,0.3288,0.4712,0.2,1,128,0,54,328,109
2018-05-01,744,744,0,30,16,66,32,74,22,0,142,0.3109,0.0924,0.5966,0.4269,0.1347,0.4383,5,238,0,54,2411,1073
2018-05-02,745,745,0,23,11,64,33,38,81,0,106,0.1689,0.36,0.4711,0.2698,0.3849,0.3452,3,225,0,54,2266,1046
2018-05-03,746,746,0,31,17,65,31,66,36,0,110,0.3113,0.1698,0.5189,0.4679,0.1528,0.3792,9,212,0,54,800,307
2018-05-04,748,748,0,30,12,65,30,38,44,0,67,0.255,0.2953,0.4497,0.4384,0.1977,0.3639,2,149,0,54,1021,477
2018-05-05,748,748,0,18,3,64,30,10,0,0,0,1,0,0,0.8108,0.1351,0.0541,0,10,0,54,177,98
2018-05-06,748,748,0,15,4,66,31,7,0,0,2,0.7778,0,0.2222,0.8438,0,0.1563,0,9,0,54,144,67
2018-05-07,750,750,0,32,17,61,31,20,18,0,63,0.198,0.1782,0.6238,0.3412,0.2235,0.4353,2,101,0,54,418,172
2018-05-08,753,753,0,25,11,63,32,55,16,0,71,0.3873,0.1127,0.5,0.4929,0.1567,0.3504,1,142,0,54,666,268
2018-05-09,755,755,0,35,12,69,32,71,11,0,139,0.3213,0.0498,0.629,0.474,0.0769,0.4491,1,221,0,54,580,189
2018-05-10,757,757,0,25,16,70,30,26,21,0,57,0.25,0.2019,0.5481,0.4741,0.1275,0.3984,1,104,0,54,313,104
2018-05-11,759,759,0,23,10,72,31,21,63,0,67,0.1391,0.4172,0.4437,0.3636,0.3166,0.3197,3,151,0,54,554,194
2018-05-12,759,759,0,17,6,70,32,5,1,0,0,0.8333,0.1667,0,0.8537,0.1463,0,0,6,0,54,118,48
2018-05-13,760,760,0,9,0,72,31,0,0,0,0,0,0,0,0.875,0,0.125,0,0,0,54,85,44
2018-05-14,761,761,0,27,9,68,25,21,11,0,148,0.1167,0.0611,0.8222,0.3265,0.0848,0.5887,0,180,0,54,676,254
2018-05-15,762,762,0,26,10,70,25,40,66,0,39,0.2759,0.4552,0.269,0.3539,0.4494,0.1966,2,145,0,54,688,259
2018-05-16,762,762,0,26,12,62,26,71,51,0,76,0.3586,0.2576,0.3838,0.515,0.2189,0.2661,5,198,0,54,475,123
2018-05-17,762,762,0,21,9,54,21,21,15,0,37,0.2877,0.2055,0.5068,0.513,0.1969,0.2902,1,73,0,54,424,164
2018-05-18,763,763,0,21,8,52,21,97,0,0,50,0.6599,0,0.3401,0.7302,0.0063,0.2635,3,147,0,54,812,334
